userId,age,gender,occupation,movieId,feedback,genre,timestamp
246,19,M,student,201,1,Action,884921594
242,33,M,educator,1137,1,Romance,879741196
249,25,M,student,241,1,War,879641194
99,20,M,student,4,1,Comedy,886519097
178,26,M,other,332,0,Drama,882823437
251,28,M,doctor,100,1,Thriller,886271884
81,21,M,student,432,0,Animation,876535131
260,40,F,artist,322,1,Mystery,890618898
25,39,M,engineer,181,1,Romance,885853415
59,49,M,educator,196,1,Drama,888205088
72,48,F,administrator,679,0,Action,880037164
87,47,M,administrator,384,1,Comedy,879877127
290,40,M,engineer,143,1,Musical,880474293
42,30,M,administrator,423,1,Fantasy,881107687
292,35,F,programmer,515,1,Action,881103977
115,31,M,engineer,20,0,Drama,881171009
20,42,F,homemaker,288,0,Horror,879667584
201,27,M,writer,219,1,Horror,884112673
13,47,M,educator,526,0,Drama,882141053
246,19,M,student,919,1,Adventure,884920949
138,46,M,doctor,26,1,Comedy,879024232
167,37,M,other,232,0,Comedy,892738341
60,50,M,healthcare,427,1,Drama,883326620
57,16,M,none,304,1,Children,883698581
223,19,F,student,274,1,Comedy,891550094
189,32,M,artist,512,1,Drama,893277702
243,33,M,educator,15,0,Drama,879987440
92,32,M,entertainment,1049,0,Comedy,890251826
246,19,M,student,416,0,Drama,884923047
194,38,M,administrator,165,1,Drama,879546723
241,26,F,student,690,0,War,887249482
178,26,M,other,248,1,Comedy,882823954
254,44,M,educator,1444,0,Comedy,886475558
293,24,M,writer,5,0,Drama,888906576
127,33,M,none,229,1,Action,884364867
225,51,F,administrator,237,1,Romance,879539643
299,29,M,doctor,229,0,Action,878192429
225,51,F,administrator,480,1,Comedy,879540748
276,21,M,student,54,0,Thriller,874791025
291,19,M,student,144,1,Action,874835091
222,29,M,programmer,366,1,Drama,878183381
267,23,M,engineer,518,1,Drama,878971773
42,30,M,administrator,403,0,Crime,881108684
11,39,F,other,111,1,Comedy,891903862
95,31,M,administrator,625,1,Children,888954412
8,36,M,administrator,338,1,Comedy,879361873
162,25,M,artist,25,1,Comedy,877635573
87,47,M,administrator,1016,1,Adventure,879876194
279,33,M,programmer,154,1,Comedy,875296291
145,31,M,entertainment,275,0,Drama,885557505
119,32,M,programmer,1153,1,Musical,874781198
62,27,F,administrator,498,1,Action,879373848
62,27,F,administrator,382,0,Comedy,879375537
28,32,M,writer,209,1,Musical,881961214
135,23,M,student,23,1,Drama,879857765
32,28,F,student,294,0,Comedy,883709863
90,60,M,educator,382,1,Comedy,891383835
286,27,M,student,208,1,Horror,877531942
293,24,M,writer,685,0,Action,888905170
216,22,M,engineer,144,1,Action,880234639
166,47,M,educator,328,1,Action,886397722
250,29,M,executive,496,1,Drama,878090499
271,51,M,engineer,132,1,Drama,885848672
160,27,M,programmer,174,1,Action,876860807
265,26,M,executive,118,1,Adventure,875320714
198,21,F,student,498,0,Action,884207492
42,30,M,administrator,96,1,Sci-Fi,881107178
168,48,M,other,151,1,Children,884288058
110,19,M,student,307,1,Horror,886987260
58,27,M,programmer,144,1,Action,884304936
90,60,M,educator,648,1,Comedy,891384754
271,51,M,engineer,346,1,Drama,885844430
62,27,F,administrator,21,0,Action,879373460
279,33,M,programmer,832,0,Children,881375854
237,49,M,administrator,514,1,Romance,879376641
94,26,M,student,789,1,Drama,891720887
128,24,F,marketing,485,0,Musical,879966895
298,44,M,executive,317,1,Drama,884182806
44,26,M,technician,195,1,Action,878347874
264,36,F,writer,200,1,Horror,886122352
194,38,M,administrator,385,0,Romance,879524643
72,48,F,administrator,195,1,Action,880037702
222,29,M,programmer,750,1,Drama,883815120
250,29,M,executive,264,0,Thriller,878089182
41,33,M,engineer,265,0,Action,890687042
224,31,F,educator,245,0,Action,888082216
82,50,M,programmer,135,0,Drama,878769629
262,19,F,student,1147,1,Drama,879791710
293,24,M,writer,471,0,Drama,888904884
216,22,M,engineer,658,0,Drama,880245029
250,29,M,executive,140,0,Children,878092059
59,49,M,educator,23,1,Drama,888205300
286,27,M,student,379,1,Horror,877533771
244,28,M,technician,815,1,Drama,880605185
7,57,M,administrator,479,1,Mystery,891352010
174,30,F,administrator,368,0,Comedy,886434402
87,47,M,administrator,274,1,Comedy,879876734
194,38,M,administrator,1211,0,Drama,879551380
82,50,M,programmer,1134,0,Drama,884714402
13,47,M,educator,836,0,Romance,882139746
13,47,M,educator,272,1,Drama,884538403
244,28,M,technician,756,0,Comedy,880605157
305,23,M,programmer,427,1,Drama,886323090
95,31,M,administrator,787,0,Comedy,888954930
43,29,F,librarian,14,0,Romance,883955745
299,29,M,doctor,955,1,Romance,889502823
57,16,M,none,419,0,Comedy,883698454
84,32,M,executive,405,0,Mystery,883452363
269,31,F,librarian,504,1,Drama,891449922
299,29,M,doctor,111,0,Comedy,877878184
194,38,M,administrator,466,1,Thriller,879525876
160,27,M,programmer,135,1,Drama,876860807
99,20,M,student,268,0,Romance,885678247
10,53,M,lawyer,486,1,Romance,877886846
259,21,M,student,117,1,Action,874724988
85,51,M,educator,427,0,Drama,879456350
303,19,M,student,919,1,Adventure,879467295
213,33,M,executive,273,1,Action,878870987
121,54,M,librarian,514,0,Romance,891387947
90,60,M,educator,98,1,Thriller,891383204
49,23,F,student,559,0,Horror,888067405
42,30,M,administrator,794,0,Drama,881108425
155,32,F,other,323,0,Thriller,879371261
68,19,M,student,117,1,Action,876973939
172,55,M,marketing,177,1,Western,875537965
19,40,M,librarian,4,1,Comedy,885412840
268,24,M,engineer,231,1,Action,875744136
5,33,F,other,2,0,Thriller,875636053
305,23,M,programmer,117,0,Action,886324028
44,26,M,technician,294,1,Comedy,883612356
43,29,F,librarian,137,1,Drama,875975656
279,33,M,programmer,1336,0,Children,875298353
80,34,F,administrator,466,1,Thriller,887401701
254,44,M,educator,164,1,Thriller,886472768
298,44,M,executive,281,0,Thriller,884183336
279,33,M,programmer,1240,0,Sci-Fi,892174404
66,23,M,student,298,1,Sci-Fi,883601324
18,35,F,other,443,0,Horror,880130193
268,24,M,engineer,1035,0,Comedy,875542174
99,20,M,student,79,1,Action,885680138
13,47,M,educator,98,1,Thriller,881515011
26,49,M,engineer,258,0,Sci-Fi,891347949
7,57,M,administrator,455,1,Action,891353086
222,29,M,programmer,755,1,Sci-Fi,878183481
200,40,M,programmer,673,1,Thriller,884128554
119,32,M,programmer,328,1,Action,876923913
213,33,M,executive,172,1,Adventure,878955442
276,21,M,student,322,0,Mystery,874786392
94,26,M,student,1217,0,Thriller,891723086
130,20,M,none,379,1,Horror,875801662
38,28,F,other,328,1,Action,892428688
160,27,M,programmer,719,0,Comedy,876857977
293,24,M,writer,1267,0,Drama,888906966
26,49,M,engineer,930,0,Action,891385985
130,20,M,none,216,1,Romance,875216545
92,32,M,entertainment,1079,0,Comedy,886443455
256,35,F,none,452,1,Action,882164999
1,24,M,technician,61,1,Drama,878542420
72,48,F,administrator,48,1,Documentary,880036718
56,25,M,librarian,755,0,Sci-Fi,892910207
13,47,M,educator,360,1,Documentary,882140926
15,49,F,educator,405,0,Mystery,879455957
92,32,M,entertainment,77,0,Drama,875654637
207,39,M,marketing,476,0,Comedy,884386343
292,35,F,programmer,174,1,Action,881105481
232,45,M,scientist,483,1,Drama,888549622
251,28,M,doctor,748,0,Thriller,886272175
224,31,F,educator,26,0,Comedy,888104153
181,26,M,executive,220,1,Comedy,878962392
259,21,M,student,255,1,Romance,874724710
305,23,M,programmer,471,1,Drama,886323648
52,18,F,student,280,0,Romance,882922806
161,50,M,lawyer,202,1,Comedy,891170769
148,33,M,engineer,408,1,Comedy,877399018
125,30,M,lawyer,235,0,War,892838559
97,43,M,artist,228,1,Action,884238860
58,27,M,programmer,1098,1,Comedy,884304936
83,40,M,other,234,1,Horror,887665548
90,60,M,educator,347,1,Drama,891383319
272,33,M,scientist,178,1,Drama,879455113
194,38,M,administrator,181,0,Romance,879521396
125,30,M,lawyer,478,1,Comedy,879454628
110,19,M,student,688,0,Comedy,886987605
299,29,M,doctor,14,1,Romance,877877775
151,38,F,administrator,10,1,Drama,879524921
269,31,F,librarian,127,1,Crime,891446165
6,42,M,executive,14,1,Romance,883599249
54,22,M,executive,106,0,Thriller,880937882
303,19,M,student,69,1,Romance,879467542
16,21,M,entertainment,944,0,Drama,877727122
301,24,M,student,790,1,Comedy,882078621
276,21,M,student,1091,0,Animation,874793035
305,23,M,programmer,214,0,Musical,886323068
194,38,M,administrator,1028,0,Comedy,879541148
91,55,M,marketing,323,0,Thriller,891438397
87,47,M,administrator,554,1,Action,879875940
294,34,M,technician,109,1,Sci-Fi,877819599
286,27,M,student,171,1,Sci-Fi,877531791
200,40,M,programmer,318,1,Drama,884128458
229,29,F,librarian,328,0,Action,891632142
178,26,M,other,568,1,Romance,882826555
303,19,M,student,842,0,Comedy,879484804
62,27,F,administrator,65,1,Comedy,879374686
207,39,M,marketing,591,0,Drama,876018608
92,32,M,entertainment,172,1,Adventure,875653271
301,24,M,student,401,1,Comedy,882078040
36,19,F,student,339,1,Action,882157581
70,27,M,engineer,746,0,Comedy,884150257
63,31,M,marketing,242,0,Comedy,875747190
28,32,M,writer,201,0,Action,881961671
279,33,M,programmer,68,1,Thriller,875307407
250,29,M,executive,7,1,Sci-Fi,878089716
14,45,M,scientist,98,0,Thriller,890881335
299,29,M,doctor,1018,0,Drama,889502324
194,38,M,administrator,54,0,Thriller,879525876
303,19,M,student,815,0,Drama,879485532
119,32,M,programmer,237,1,Romance,874775038
295,31,M,educator,218,1,Thriller,879966498
268,24,M,engineer,930,0,Action,875742942
268,24,M,engineer,2,0,Thriller,875744173
66,23,M,student,258,1,Sci-Fi,883601089
233,38,M,engineer,202,1,Comedy,879394264
83,40,M,other,623,1,Children,880308578
214,26,F,librarian,334,0,Crime,891542540
192,42,M,educator,476,0,Comedy,881368243
100,36,M,executive,344,1,Drama,891374868
268,24,M,engineer,145,0,Sci-Fi,875744501
301,24,M,student,56,1,Drama,882076587
307,25,M,student,89,1,Film-Noir,879283786
234,60,M,retired,141,0,Children,892334609
83,40,M,other,576,1,Adventure,880308755
181,26,M,executive,264,0,Thriller,878961624
297,29,F,educator,133,1,War,875240090
38,28,F,other,153,1,Comedy,892430369
7,57,M,administrator,382,1,Comedy,891352093
264,36,F,writer,813,1,Documentary,886122952
181,26,M,executive,872,0,Romance,878961814
201,27,M,writer,146,0,Drama,884140579
85,51,M,educator,507,1,Drama,879456199
269,31,F,librarian,367,0,Comedy,891450023
59,49,M,educator,468,0,Drama,888205855
286,27,M,student,143,1,Musical,889651549
193,29,M,student,96,0,Sci-Fi,889124507
113,47,M,executive,595,1,Thriller,875936424
292,35,F,programmer,11,1,Thriller,881104093
130,20,M,none,1014,0,Comedy,876250718
275,38,M,engineer,98,1,Thriller,875155140
189,32,M,artist,520,1,Adventure,893265380
219,32,M,programmer,82,0,Action,889452455
218,37,M,administrator,209,1,Musical,877488546
123,48,F,artist,427,0,Drama,879873020
119,32,M,programmer,222,1,Sci-Fi,874775311
158,50,M,educator,177,1,Western,880134407
222,29,M,programmer,118,1,Adventure,877563802
302,42,M,educator,322,0,Mystery,879436875
279,33,M,programmer,501,0,Children,875308843
301,24,M,student,79,1,Action,882076403
181,26,M,executive,3,0,Thriller,878963441
201,27,M,writer,695,0,Drama,884140115
13,47,M,educator,198,0,Thriller,881515193
1,24,M,technician,189,0,Comedy,888732928
145,31,M,entertainment,237,1,Romance,875270570
23,30,F,artist,385,1,Romance,874786462
201,27,M,writer,767,1,Horror,884114505
296,43,F,administrator,705,1,Romance,884197193
42,30,M,administrator,546,0,Action,881105817
33,23,M,student,872,0,Romance,891964230
301,24,M,student,554,0,Action,882078830
16,21,M,entertainment,64,1,Drama,877720297
95,31,M,administrator,135,0,Drama,879197562
154,25,M,student,357,1,Drama,879138713
77,30,M,technician,484,1,Mystery,884733766
296,43,F,administrator,508,1,Drama,884196584
302,42,M,educator,303,0,Drama,879436785
244,28,M,technician,673,0,Thriller,880606667
222,29,M,programmer,77,1,Drama,878183616
13,47,M,educator,215,1,Drama,882140588
16,21,M,entertainment,705,1,Romance,877722736
270,18,F,student,452,1,Action,876956264
145,31,M,entertainment,15,0,Drama,875270655
187,26,M,educator,64,1,Drama,879465631
200,40,M,programmer,304,1,Children,876041644
170,53,F,healthcare,749,1,Romance,887646170
101,15,M,student,829,0,Action,877136138
184,37,M,librarian,218,0,Thriller,889909840
128,24,F,marketing,204,1,Sci-Fi,879967478
181,26,M,executive,1295,0,Drama,878961781
184,37,M,librarian,153,0,Comedy,889911285
1,24,M,technician,33,1,Action,878542699
1,24,M,technician,160,1,Drama,875072547
184,37,M,librarian,321,1,Comedy,889906967
54,22,M,executive,595,0,Thriller,880937813
94,26,M,student,343,1,Sci-Fi,891725009
128,24,F,marketing,508,1,Drama,879967767
23,30,F,artist,323,0,Thriller,874784266
301,24,M,student,227,0,Adventure,882077222
301,24,M,student,191,0,Mystery,882075672
112,30,M,salesman,903,0,Drama,892440172
82,50,M,programmer,183,0,Horror,878769848
222,29,M,programmer,724,0,Drama,878181976
218,37,M,administrator,430,0,Comedy,877488316
308,60,M,retired,1197,1,Drama,887739521
303,19,M,student,134,1,Drama,879467959
133,53,M,engineer,751,0,Romance,890588547
215,35,M,programmer,212,0,Drama,891435680
69,24,M,engineer,256,1,Comedy,882126156
254,44,M,educator,662,1,Drama,887347350
276,21,M,student,2,1,Thriller,874792436
104,27,M,student,984,0,Thriller,888442575
63,31,M,marketing,1067,0,Comedy,875747514
267,23,M,engineer,410,1,Comedy,878970785
13,47,M,educator,56,1,Drama,881515011
240,23,F,educator,879,0,Thriller,885775745
286,27,M,student,237,0,Romance,875806800
294,34,M,technician,271,1,Sci-Fi,889241426
90,60,M,educator,1086,1,Drama,891384424
18,35,F,other,26,1,Comedy,880129731
92,32,M,entertainment,229,0,Action,875656201
308,60,M,retired,649,1,Drama,887739292
144,53,M,programmer,89,0,Film-Noir,888105691
191,33,M,administrator,302,1,Crime,891560253
59,49,M,educator,951,0,Children,888206409
200,40,M,programmer,96,1,Sci-Fi,884129409
16,21,M,entertainment,197,1,Romance,877726146
61,36,M,engineer,678,0,Thriller,892302309
271,51,M,engineer,199,1,Drama,885848448
271,51,M,engineer,709,0,Romance,885849325
142,13,M,other,169,1,Comedy,888640356
275,38,M,engineer,597,0,Thriller,876197678
222,29,M,programmer,151,0,Children,878182109
87,47,M,administrator,40,0,Comedy,879876917
207,39,M,marketing,258,1,Sci-Fi,877879172
272,33,M,scientist,1393,0,Thriller,879454663
177,20,M,programmer,333,1,Mystery,880130397
207,39,M,marketing,1115,0,Romance,879664906
299,29,M,doctor,577,0,Comedy,889503806
271,51,M,engineer,378,1,Drama,885849447
305,23,M,programmer,425,1,Comedy,886324486
49,23,F,student,959,0,Comedy,888068912
94,26,M,student,1224,0,Drama,891722802
130,20,M,none,1017,0,Drama,874953895
10,53,M,lawyer,175,0,Sci-Fi,877888677
203,25,F,student,321,0,Comedy,880433418
191,33,M,administrator,286,1,Romance,891560842
43,29,F,librarian,323,0,Thriller,875975110
21,26,M,writer,558,1,Fantasy,874951695
197,55,M,technician,96,1,Sci-Fi,891409839
13,47,M,educator,344,0,Drama,888073635
194,38,M,administrator,66,0,Romance,879527264
234,60,M,retired,206,1,Thriller,892334543
308,60,M,retired,402,1,Thriller,887740700
308,60,M,retired,640,1,Drama,887737036
269,31,F,librarian,522,1,Comedy,891447773
94,26,M,student,265,1,Action,891721889
268,24,M,engineer,62,0,Adventure,875310824
272,33,M,scientist,12,1,Crime,879455254
121,54,M,librarian,291,0,Mystery,891390477
296,43,F,administrator,20,1,Drama,884196921
134,31,M,programmer,286,0,Romance,891732334
180,22,F,administrator,462,1,Drama,877544218
234,60,M,retired,612,0,Drama,892079140
104,27,M,student,117,0,Action,888465972
38,28,F,other,758,0,Thriller,892434626
269,31,F,librarian,845,0,Comedy,891456255
7,57,M,administrator,163,1,Comedy,891353444
234,60,M,retired,1451,0,Thriller,892078343
275,38,M,engineer,405,0,Mystery,876197645
52,18,F,student,250,0,Action,882922661
102,38,M,programmer,823,0,Film-Noir,888801465
13,47,M,educator,186,1,Action,890704999
178,26,M,other,731,1,Romance,882827532
236,44,F,writer,71,0,Animation,890116671
256,35,F,none,781,1,Romance,882165296
263,41,M,programmer,176,1,Sci-Fi,891299752
244,28,M,technician,186,0,Action,880605697
279,33,M,programmer,1181,1,Action,875314001
43,29,F,librarian,815,1,Drama,883956189
83,40,M,other,78,0,Children,880309089
151,38,F,administrator,197,1,Romance,879528710
254,44,M,educator,436,0,Horror,886474216
109,29,M,other,631,0,Action,880579371
297,29,F,educator,716,0,Drama,875239422
249,25,M,student,188,1,Drama,879641067
144,53,M,programmer,699,1,Drama,888106106
301,24,M,student,604,1,Comedy,882075994
64,32,M,educator,392,0,Drama,889737542
92,32,M,entertainment,501,0,Children,875653665
222,29,M,programmer,97,1,Adventure,878181739
268,24,M,engineer,436,0,Horror,875310745
293,24,M,writer,135,1,Drama,888905550
213,33,M,executive,173,1,Romance,878955442
160,27,M,programmer,460,0,Drama,876861185
13,47,M,educator,498,1,Action,882139901
59,49,M,educator,715,1,Drama,888205921
5,33,F,other,17,1,Thriller,875636198
125,30,M,lawyer,163,1,Comedy,879454956
174,30,F,administrator,315,1,Drama,886432749
114,27,M,programmer,505,0,Mystery,881260203
213,33,M,executive,515,1,Action,878870518
23,30,F,artist,196,0,Drama,874786926
128,24,F,marketing,15,1,Drama,879968827
239,39,M,artist,56,1,Drama,889179478
181,26,M,executive,279,0,Drama,878962955
291,19,M,student,80,1,War,875086354
250,29,M,executive,238,1,Comedy,878089963
201,27,M,writer,649,0,Drama,884114275
60,50,M,healthcare,60,1,Drama,883327734
181,26,M,executive,325,0,Thriller,878961814
119,32,M,programmer,407,0,Comedy,887038665
287,21,M,salesman,1,1,Children,875334088
216,22,M,engineer,228,0,Action,880245642
216,22,M,engineer,531,1,Drama,880233810
203,25,F,student,471,1,Drama,880434463
92,32,M,entertainment,587,0,Drama,875660408
13,47,M,educator,892,0,Children,882774224
213,33,M,executive,176,1,Sci-Fi,878956338
286,27,M,student,288,1,Horror,875806672
117,20,M,student,1047,0,Comedy,881009697
99,20,M,student,111,0,Comedy,885678886
11,39,F,other,558,0,Fantasy,891904214
65,51,F,educator,47,0,Comedy,879216672
295,31,M,educator,194,1,Crime,879517412
269,31,F,librarian,217,0,Horror,891451610
85,51,M,educator,259,0,Comedy,881705026
250,29,M,executive,596,1,Musical,878089921
137,50,M,educator,144,1,Action,881433689
201,27,M,writer,960,0,Drama,884112077
257,17,M,student,137,1,Drama,882049932
111,57,M,engineer,328,1,Action,891679939
91,55,M,marketing,480,1,Comedy,891438875
215,35,M,programmer,211,1,War,891436202
181,26,M,executive,938,0,Comedy,878961586
189,32,M,artist,1060,1,Adventure,893264301
1,24,M,technician,20,1,Drama,887431883
303,19,M,student,404,1,Children,879468375
299,29,M,doctor,305,0,Drama,879737314
187,26,M,educator,210,1,Action,879465242
222,29,M,programmer,278,0,Drama,877563913
214,26,F,librarian,568,1,Romance,892668197
293,24,M,writer,770,0,Crime,888906655
285,25,M,programmer,191,1,Mystery,890595859
303,19,M,student,252,0,Action,879544791
96,25,F,artist,156,1,Crime,884402860
72,48,F,administrator,1110,0,Comedy,880037334
115,31,M,engineer,1067,1,Comedy,881171009
7,57,M,administrator,430,0,Comedy,891352178
116,40,M,healthcare,350,0,Action,886977926
73,24,M,student,480,1,Comedy,888625753
269,31,F,librarian,246,1,Drama,891457067
263,41,M,programmer,419,1,Comedy,891299514
70,27,M,engineer,431,0,Adventure,884150257
221,19,M,student,475,1,Drama,875244204
72,48,F,administrator,182,1,Crime,880036515
25,39,M,engineer,357,1,Drama,885852757
290,40,M,engineer,50,1,Sci-Fi,880473582
189,32,M,artist,526,1,Drama,893266205
299,29,M,doctor,303,0,Drama,877618584
264,36,F,writer,294,0,Comedy,886121516
200,40,M,programmer,365,1,Drama,884129962
187,26,M,educator,135,1,Drama,879465653
184,37,M,librarian,187,1,Drama,889909024
63,31,M,marketing,289,0,Drama,875746985
13,47,M,educator,229,1,Action,882397650
298,44,M,executive,486,0,Romance,884183063
235,37,M,educator,185,1,Horror,889655435
62,27,F,administrator,712,1,Comedy,879376178
246,19,M,student,94,0,Children,884923505
54,22,M,executive,742,1,Drama,880934806
63,31,M,marketing,762,0,Drama,875747688
11,39,F,other,732,0,Comedy,891904596
92,32,M,entertainment,168,1,Comedy,875653723
8,36,M,administrator,550,0,Thriller,879362356
307,25,M,student,174,1,Action,879283480
303,19,M,student,200,1,Horror,879468459
256,35,F,none,849,0,Action,882164603
72,48,F,administrator,54,0,Thriller,880036854
164,47,M,healthcare,406,0,Horror,889402389
117,20,M,student,150,1,Comedy,880125101
224,31,F,educator,77,1,Drama,888103872
193,29,M,student,869,0,Romance,889127811
94,26,M,student,184,0,Action,891720862
281,15,F,student,338,0,Comedy,881200457
130,20,M,none,109,0,Sci-Fi,874953794
128,24,F,marketing,371,0,Romance,879966954
94,26,M,student,720,0,Adventure,891723593
182,36,M,programmer,845,0,Comedy,885613067
129,36,F,marketing,873,0,Romance,883245452
254,44,M,educator,229,1,Action,886474580
64,32,M,educator,381,1,Comedy,879365491
151,38,F,administrator,176,0,Sci-Fi,879524293
45,29,M,programmer,25,1,Comedy,881014015
193,29,M,student,879,0,Thriller,889123257
276,21,M,student,922,1,Western,889174849
276,21,M,student,57,0,Drama,874787526
234,60,M,retired,187,1,Drama,892079140
181,26,M,executive,306,0,Romance,878962006
21,26,M,writer,370,0,Drama,874951293
293,24,M,writer,249,0,Comedy,888905229
264,36,F,writer,721,1,Comedy,886123656
10,53,M,lawyer,611,1,Film-Noir,877886722
197,55,M,technician,346,0,Drama,891409070
276,21,M,student,142,0,Adventure,874792945
308,60,M,retired,427,1,Drama,887736584
221,19,M,student,943,1,Thriller,875246759
131,59,F,administrator,126,1,Drama,883681514
268,24,M,engineer,824,0,Comedy,876518557
109,29,M,other,8,0,Drama,880572642
198,21,F,student,58,0,Drama,884208173
230,28,F,student,680,1,Action,880484286
181,26,M,executive,741,0,Thriller,878962918
192,42,M,educator,1061,1,Comedy,881368891
234,60,M,retired,448,0,Horror,892335501
90,60,M,educator,900,1,Drama,891382309
193,29,M,student,941,1,Comedy,889124890
128,24,F,marketing,603,1,Mystery,879966839
126,28,F,lawyer,905,0,Drama,887855283
244,28,M,technician,265,1,Action,880606634
90,60,M,educator,289,0,Drama,891382310
157,57,M,engineer,25,0,Comedy,886890787
305,23,M,programmer,71,0,Animation,886323684
119,32,M,programmer,382,1,Comedy,874781742
21,26,M,writer,222,0,Sci-Fi,874951382
231,48,M,librarian,181,1,Romance,888605273
280,30,F,librarian,508,0,Drama,891700453
288,34,M,marketing,132,0,Drama,886374129
279,33,M,programmer,1497,0,Documentary,890780576
301,24,M,student,33,1,Action,882078228
72,48,F,administrator,699,0,Drama,880036783
90,60,M,educator,259,0,Comedy,891382392
308,60,M,retired,55,0,Crime,887738760
59,49,M,educator,742,0,Drama,888203053
94,26,M,student,744,1,Drama,891721462
130,20,M,none,642,1,Film-Noir,875216933
26,49,M,engineer,1015,0,Drama,891352136
56,25,M,librarian,121,1,Action,892679480
82,50,M,programmer,508,0,Drama,884714249
62,27,F,administrator,12,1,Crime,879373613
276,21,M,student,40,0,Comedy,874791871
181,26,M,executive,1015,0,Drama,878963121
152,33,F,educator,301,0,Comedy,880147407
178,26,M,other,845,1,Comedy,882824291
217,22,M,other,597,1,Thriller,889070087
79,39,F,administrator,303,1,Drama,891271203
138,46,M,doctor,484,1,Mystery,879024127
308,60,M,retired,81,1,Romance,887737293
75,24,M,entertainment,284,0,Romance,884050393
269,31,F,librarian,198,1,Thriller,891447062
307,25,M,student,94,0,Children,877122695
222,29,M,programmer,781,0,Romance,881059677
121,54,M,librarian,740,0,Romance,891390544
269,31,F,librarian,22,0,Drama,891448072
13,47,M,educator,864,1,Comedy,882141924
230,28,F,student,742,1,Drama,880485043
269,31,F,librarian,507,1,Drama,891448800
239,39,M,artist,1099,1,Drama,889179253
245,22,M,student,1028,1,Comedy,888513447
56,25,M,librarian,546,0,Action,892679460
295,31,M,educator,961,1,Drama,879519556
271,51,M,engineer,1028,0,Comedy,885848102
222,29,M,programmer,812,0,Children,881059117
69,24,M,engineer,240,0,Animation,882126156
10,53,M,lawyer,7,1,Sci-Fi,877892210
22,25,M,writer,376,0,Comedy,878887112
294,34,M,technician,931,0,Sci-Fi,889242857
82,50,M,programmer,717,0,Thriller,884714492
279,33,M,programmer,399,1,Comedy,875313859
269,31,F,librarian,234,0,Horror,891449406
6,42,M,executive,98,1,Thriller,883600680
243,33,M,educator,1039,1,Drama,879988184
298,44,M,executive,181,1,Romance,884125629
282,22,M,administrator,325,0,Thriller,881703044
78,26,M,administrator,323,0,Thriller,879633567
118,21,M,administrator,200,1,Horror,875384647
283,28,M,programmer,1114,1,Comedy,879297545
171,48,F,educator,292,1,Drama,891034835
70,27,M,engineer,217,1,Horror,884151119
10,53,M,lawyer,100,1,Thriller,877891747
245,22,M,student,181,1,Romance,888513664
107,39,M,scientist,333,0,Mystery,891264267
246,19,M,student,561,0,Horror,884923445
13,47,M,educator,901,0,Comedy,883670672
276,21,M,student,70,1,Romance,874790826
244,28,M,technician,17,0,Thriller,880607205
189,32,M,artist,56,1,Drama,893265263
226,28,M,student,242,1,Comedy,883888671
62,27,F,administrator,1016,1,Adventure,879373008
276,21,M,student,417,1,Drama,874792907
214,26,F,librarian,478,1,Comedy,891544052
306,45,M,other,235,1,War,876504354
222,29,M,programmer,26,0,Comedy,878183043
280,30,F,librarian,631,1,Action,891700751
60,50,M,healthcare,430,1,Comedy,883326122
56,25,M,librarian,71,1,Animation,892683275
42,30,M,administrator,274,1,Comedy,881105817
1,24,M,technician,202,1,Comedy,875072442
13,47,M,educator,809,1,Mystery,882397582
