"","calories","total_fat_g","cholesterol_mg","sodium_mg","total_carbs_g","sugar_g","caffeine_mg"
"25",-1.22315775147687,-0.617893969753765,-0.848109811836737,-0.855655346867719,-1.40641623945167,-1.3800697180243,0.29631270824496
"26",-1.22315775147687,-0.450279471419312,-0.848109811836737,-0.748233668195032,-1.36342845960167,-1.33554382658457,0.29631270824496
"27",-1.15052074748799,-1.00340731592301,-0.569901851481896,-0.533390310849657,-1.19147734020167,-1.11291436938591,0.744403779646396
"28",-0.859972731532484,-0.366472222252085,-0.0134859307722138,-0.42596863217697,-1.19147734020167,-1.11291436938591,0.744403779646396
"29",-0.714698723554729,0.136371272751274,0.264722029582627,-0.479679471513313,-1.19147734020167,-1.11291436938591,0.744403779646396
"30",-1.07788374349912,-0.534086720586538,-0.848109811836737,-0.640811989522345,-1.36342845960167,-1.33554382658457,0.744403779646396
"31",-1.15052074748799,-0.282664973084859,-0.848109811836737,-0.533390310849657,-1.32044067975167,-1.24649204370511,0.744403779646396
"32",-1.00524673951024,-0.986645866089562,-0.569901851481896,-0.264836114167939,-1.06251400065168,-0.979336695066722,1.32052087144824
"33",-0.714698723554729,-0.198857723917632,0.264722029582627,-0.103703596158907,-1.06251400065168,-0.979336695066722,1.32052087144824
"34",-0.496787711588097,0.471600269420181,0.542929989937468,-0.211125274831595,-1.06251400065168,-0.979336695066722,1.32052087144824
"35",-0.932609735521362,-0.366472222252085,-0.848109811836737,-0.42596863217697,-1.27745289990167,-1.29101793514484,1.32052087144824
"36",-1.07788374349912,-0.198857723917632,-0.848109811836737,-0.533390310849657,-1.32044067975167,-1.24649204370511,1.32052087144824
"37",-1.58634277142126,-1.0369302155899,-0.848109811836737,-1.4464745795675,-1.62135513870166,-1.55817328378322,1.25650786124804
"38",-1.58634277142126,-1.0369302155899,-0.848109811836737,-1.39276374023116,-1.62135513870166,-1.55817328378322,2.40874204485173
"39",-1.58634277142126,-1.0369302155899,-0.848109811836737,-1.39276374023116,-1.62135513870166,-1.55817328378322,3.68900224885583
"40",-1.58634277142126,-1.0369302155899,-0.848109811836737,-1.39276374023116,-1.62135513870166,-1.55817328378322,4.84123643245952
"41",-1.58634277142126,-1.0369302155899,-0.848109811836737,-1.4464745795675,-1.62135513870166,-1.55817328378322,0.808416789846601
"42",-1.58634277142126,-1.0369302155899,-0.848109811836737,-1.39276374023116,-1.62135513870166,-1.55817328378322,2.0886769938507
"43",-1.58634277142126,-1.0369302155899,-0.848109811836737,-1.39276374023116,-1.62135513870166,-1.55817328378322,3.17689816725419
"44",-1.58634277142126,-1.0369302155899,-0.848109811836737,-1.39276374023116,-1.62135513870166,-1.55817328378322,4.26511934065768
"45",-1.58634277142126,-1.0369302155899,-0.848109811836737,-1.4464745795675,-1.62135513870166,-1.55817328378322,1.00045582044722
"46",-1.58634277142126,-1.0369302155899,-0.848109811836737,-1.39276374023116,-1.62135513870166,-1.55817328378322,2.40874204485173
"47",-1.58634277142126,-1.0369302155899,-0.848109811836737,-1.39276374023116,-1.62135513870166,-1.55817328378322,3.62498923865563
"48",-1.58634277142126,-1.0369302155899,-0.848109811836737,-1.39276374023116,-1.62135513870166,-1.55817328378322,4.5211713814585
"49",-1.22315775147687,-1.0369302155899,-0.848109811836737,-1.39276374023116,-0.976538440951677,-0.890284912187261,0.360325718445165
"50",-1.07788374349912,-1.02016876575645,-0.848109811836737,-1.39276374023116,-0.761599541701682,-0.667655454988606,0.936442810247011
"51",-0.787335727543607,-1.02016876575645,-0.848109811836737,-1.33905290089481,-0.331721743201692,-0.222396540591297,1.83262495304988
"52",-0.496787711588097,-1.02016876575645,-0.848109811836737,-1.33905290089481,0.0981560552982975,0.17833648236628,2.40874204485173
"53",-1.07788374349912,-1.02016876575645,-0.848109811836737,-1.17792038288578,-0.890562881251679,-0.801233129307799,-0.0237523427560657
"54",-1.07788374349912,-0.869315717255445,-0.569901851481896,-1.17792038288578,-0.890562881251679,-0.801233129307799,-0.0237523427560657
"55",-1.00524673951024,-0.785508468088218,-0.569901851481896,-1.17792038288578,-0.890562881251679,-0.801233129307799,-0.0237523427560657
"56",-1.07788374349912,-0.869315717255445,-0.848109811836737,-1.23163122222213,-0.933550661101678,-0.84575902074753,-0.0237523427560657
"57",-1.07788374349912,-0.869315717255445,-0.848109811836737,-1.23163122222213,-0.890562881251679,-0.84575902074753,0.232299698044755
"58",-0.932609735521362,-1.02016876575645,-0.848109811836737,-1.12420954354944,-0.632636202151685,-0.534077780669414,0.42433872864537
"59",-0.859972731532484,-0.785508468088218,-0.569901851481896,-1.07049870421309,-0.632636202151685,-0.534077780669414,0.42433872864537
"60",-0.787335727543607,-0.701701218920992,-0.569901851481896,-1.12420954354944,-0.632636202151685,-0.534077780669414,0.42433872864537
"61",-0.859972731532484,-0.869315717255445,-0.848109811836737,-1.12420954354944,-0.675623982001684,-0.623129563548875,0.42433872864537
"62",-0.932609735521362,-0.785508468088218,-0.848109811836737,-1.12420954354944,-0.675623982001684,-0.578603672109144,0.744403779646396
"63",-0.496787711588097,-1.02016876575645,-0.848109811836737,-0.855655346867719,-0.116782843951697,0.000232916607356989,1.00045582044722
"64",-0.424150707599219,-0.701701218920992,-0.291693891127055,-0.801944507531376,-0.116782843951697,0.000232916607356989,1.00045582044722
"65",-0.278876699621464,-0.450279471419312,-0.291693891127055,-0.855655346867719,-0.116782843951697,0.000232916607356989,1.00045582044722
"66",-0.496787711588097,-0.785508468088218,-0.848109811836737,-0.909366186204063,-0.202758403651695,-0.133344757711836,1.00045582044722
"67",-0.496787711588097,-0.617893969753765,-0.848109811836737,-0.909366186204063,-0.202758403651695,-0.0888188662721048,1.44854689184865
"68",-0.133602691643709,-1.00340731592301,-0.569901851481896,-0.748233668195032,0.356082734398291,0.490017722444397,1.25650786124804
"69",0.0116713163340455,-0.534086720586538,-0.291693891127055,-0.640811989522345,0.356082734398291,0.490017722444397,1.25650786124804
"70",0.084308320322923,-0.282664973084859,-0.0134859307722138,-0.694522828858688,0.356082734398291,0.490017722444397,1.25650786124804
"71",-0.0609656876548319,-0.701701218920992,-0.848109811836737,-0.801944507531376,0.270107174698293,0.356440048125204,1.25650786124804
"72",-0.133602691643709,-0.534086720586538,-0.848109811836737,-0.748233668195032,0.270107174698293,0.400965939564935,1.25650786124804
"73",-1.64445237461236,-1.0369302155899,-0.848109811836737,-1.39276374023116,-1.62135513870166,-1.55817328378322,0.744403779646396
"74",-1.63718867421347,-1.0369302155899,-0.848109811836737,-1.33905290089481,-1.62135513870166,-1.55817328378322,1.38453388164845
"75",-1.62992497381459,-1.0369302155899,-0.848109811836737,-1.28534206155847,-1.62135513870166,-1.55817328378322,2.66479408565255
"76",-1.6226612734157,-1.0369302155899,-0.848109811836737,-1.23163122222213,-1.62135513870166,-1.55817328378322,3.04887214685378
"77",-0.932609735521362,-0.0312432255831788,0.264722029582627,-1.28534206155847,-1.10550178050167,-1.02386258650645,0.616377759245985
"78",-0.859972731532484,-0.0312432255831788,0.264722029582627,-1.23163122222213,-1.01952622080168,-0.934810803626991,1.19249485104783
"79",-0.206239695632587,0.806829266089087,1.37755387100199,-1.07049870421309,-0.589648422301686,-0.489551889229683,2.34472903465152
"80",-0.133602691643709,0.806829266089087,1.37755387100199,-1.01678786487675,-0.503672862601688,-0.400500106350221,2.92084612645337
"81",-1.6226612734157,-1.0369302155899,-0.848109811836737,-1.4464745795675,-1.57836735885166,-1.55817328378322,-0.215791373356681
"82",-1.58634277142126,-1.0369302155899,-0.848109811836737,-1.39276374023116,-1.57836735885166,-1.55817328378322,0.744403779646396
"83",-1.55002426942682,-1.0369302155899,-0.848109811836737,-1.33905290089481,-1.57836735885166,-1.55817328378322,1.70459893264947
"84",-1.47738726543794,-1.0369302155899,-0.848109811836737,-1.39276374023116,-1.57836735885166,-1.55817328378322,2.66479408565255
"85",-1.58634277142126,-1.0369302155899,-0.848109811836737,-1.39276374023116,-1.53537957900166,-1.55817328378322,0.744403779646396
"86",-1.55002426942682,-1.0369302155899,-0.848109811836737,-1.33905290089481,-1.49239179915167,-1.55817328378322,1.70459893264947
"87",-1.47738726543794,-1.0369302155899,-0.848109811836737,-1.28534206155847,-1.49239179915167,-1.55817328378322,2.66479408565255
"88",-0.932609735521362,-1.00340731592301,-0.569901851481896,-0.211125274831595,-0.976538440951677,-0.934810803626991,-0.215791373356681
"89",-0.569424715576974,-0.0312432255831788,0.542929989937468,-0.0499927568225636,-0.976538440951677,-0.934810803626991,-0.215791373356681
"90",-0.351513703610342,0.471600269420181,0.821137950292309,-0.157414435495251,-0.976538440951677,-0.934810803626991,-0.215791373356681
"91",-0.859972731532484,-0.282664973084859,-0.848109811836737,-0.372257792840626,-1.19147734020167,-1.29101793514484,-0.215791373356681
"92",-0.859972731532484,0.136371272751274,-0.848109811836737,-0.211125274831595,-1.14848956035167,-1.11291436938591,-0.215791373356681
"93",-0.714698723554729,-0.986645866089562,-0.569901851481896,0.111139761186468,-0.804587321551681,-0.756707237868068,0.744403779646396
"94",-0.278876699621464,0.136371272751274,0.821137950292309,0.325983118531842,-0.804587321551681,-0.801233129307799,0.744403779646396
"95",0.0116713163340455,0.806829266089087,1.09934591064715,0.111139761186468,-0.804587321551681,-0.801233129307799,0.744403779646396
"96",-0.569424715576974,-0.198857723917632,-0.848109811836737,-0.103703596158907,-1.06251400065168,-1.20196615226538,0.744403779646396
"97",-0.642061719565852,0.303985771085728,-0.848109811836737,0.111139761186468,-1.01952622080168,-1.02386258650645,0.744403779646396
"98",-0.424150707599219,-0.969884416256117,-0.291693891127055,0.540826475877217,-0.546660642451687,-0.534077780669414,0.744403779646396
"99",0.084308320322923,0.471600269420181,1.09934591064715,0.86309151189528,-0.589648422301686,-0.578603672109144,0.744403779646396
"100",0.44749334026731,1.4772872594269,1.65576183135683,0.648248154549905,-0.589648422301686,-0.578603672109144,0.744403779646396
"101",-0.278876699621464,0.136371272751274,-0.848109811836737,0.325983118531842,-0.933550661101678,-1.06838847794618,0.744403779646396
"102",-0.424150707599219,0.806829266089087,-0.848109811836737,0.648248154549905,-0.84757510140168,-0.84575902074753,0.744403779646396
"103",-1.15052074748799,-1.02016876575645,-0.569901851481896,-0.640811989522345,-1.19147734020167,-1.15744026082565,-0.215791373356681
"104",-0.932609735521362,-0.450279471419312,-0.0134859307722138,-0.533390310849657,-1.19147734020167,-1.15744026082565,-0.215791373356681
"105",-0.787335727543607,-0.0312432255831788,0.264722029582627,-0.587101150186001,-1.19147734020167,-1.15744026082565,-0.215791373356681
"106",-1.07788374349912,-0.534086720586538,-0.848109811836737,-0.694522828858688,-1.32044067975167,-1.3800697180243,-0.215791373356681
"107",-1.15052074748799,-0.366472222252085,-0.848109811836737,-0.640811989522345,-1.32044067975167,-1.29101793514484,-0.215791373356681
"108",-1.00524673951024,-1.00340731592301,-0.569901851481896,-0.372257792840626,-1.06251400065168,-1.06838847794618,0.744403779646396
"109",-0.714698723554729,-0.282664973084859,0.264722029582627,-0.264836114167939,-1.06251400065168,-1.06838847794618,0.744403779646396
"110",-0.569424715576974,0.136371272751274,0.542929989937468,-0.372257792840626,-1.06251400065168,-1.06838847794618,0.744403779646396
"111",-0.932609735521362,-0.450279471419312,-0.848109811836737,-0.479679471513313,-1.23446512005167,-1.33554382658457,0.744403779646396
"112",-1.00524673951024,-0.198857723917632,-0.848109811836737,-0.372257792840626,-1.19147734020167,-1.20196615226538,0.744403779646396
"113",-0.714698723554729,-0.986645866089562,-0.569901851481896,0.00371808251378012,-0.804587321551681,-0.84575902074753,1.70459893264947
"114",-0.351513703610342,-0.0312432255831788,0.542929989937468,0.218561439859155,-0.84757510140168,-0.890284912187261,1.70459893264947
"115",-0.133602691643709,0.639214767754634,0.821137950292309,0.111139761186468,-0.84757510140168,-0.890284912187261,1.70459893264947
"116",-0.569424715576974,-0.198857723917632,-0.848109811836737,-0.103703596158907,-1.06251400065168,-1.20196615226538,1.70459893264947
"117",-0.714698723554729,0.136371272751274,-0.848109811836737,0.111139761186468,-1.01952622080168,-1.06838847794618,1.70459893264947
"118",-0.787335727543607,-0.785508468088218,-0.569901851481896,-0.801944507531376,-0.718611761851683,-0.801233129307799,-0.0237523427560657
"119",-0.351513703610342,-0.0312432255831788,0.264722029582627,-0.748233668195032,-0.632636202151685,-0.756707237868068,-0.0237523427560657
"120",-0.569424715576974,-0.366472222252085,-0.291693891127055,-0.748233668195032,-0.718611761851683,-0.801233129307799,-0.0237523427560657
"121",-0.206239695632587,0.471600269420181,0.821137950292309,-0.694522828858688,-0.675623982001684,-0.756707237868068,-0.0237523427560657
"122",-0.496787711588097,-0.0312432255831788,-0.0134859307722138,-0.801944507531376,-0.718611761851683,-0.801233129307799,-0.0237523427560657
"123",-0.133602691643709,0.806829266089087,1.09934591064715,-0.748233668195032,-0.675623982001684,-0.756707237868068,-0.0237523427560657
"124",-0.714698723554729,-0.450279471419312,-0.848109811836737,-0.909366186204063,-0.84757510140168,-0.979336695066722,-0.0237523427560657
"125",-0.351513703610342,0.471600269420181,0.264722029582627,-0.855655346867719,-0.761599541701682,-0.934810803626991,-0.0237523427560657
"126",-0.714698723554729,-0.282664973084859,-0.848109811836737,-0.801944507531376,-0.804587321551681,-0.890284912187261,-0.0237523427560657
"127",-0.351513703610342,0.639214767754634,0.264722029582627,-0.748233668195032,-0.718611761851683,-0.84575902074753,-0.0237523427560657
"128",-0.278876699621464,-0.701701218920992,-0.569901851481896,-0.42596863217697,-0.245746183501694,-0.35597421491049,0.0402606674441394
"129",0.1569453243118,0.303985771085728,0.542929989937468,-0.318546953504282,-0.159770623801696,-0.311448323470759,0.0402606674441394
"130",0.0116713163340455,-0.0312432255831788,0.264722029582627,-0.264836114167939,-0.245746183501694,-0.400500106350221,0.0402606674441394
"131",0.44749334026731,1.14205826275799,1.37755387100199,-0.211125274831595,-0.159770623801696,-0.311448323470759,0.0402606674441394
"132",0.1569453243118,0.471600269420181,0.542929989937468,-0.372257792840626,-0.245746183501694,-0.400500106350221,0.0402606674441394
"133",0.592767348245065,1.64490175776135,1.65576183135683,-0.318546953504282,-0.159770623801696,-0.311448323470759,0.0402606674441394
"134",-0.206239695632587,-0.198857723917632,-0.848109811836737,-0.533390310849657,-0.41769730290169,-0.667655454988606,0.0402606674441394
"135",0.229582328300678,0.806829266089087,0.542929989937468,-0.479679471513313,-0.331721743201692,-0.578603672109144,0.0402606674441394
"136",-0.278876699621464,0.136371272751274,-0.848109811836737,-0.372257792840626,-0.374709523051691,-0.534077780669414,0.0402606674441394
"137",0.1569453243118,1.14205826275799,0.542929989937468,-0.318546953504282,-0.331721743201692,-0.445025997789952,0.0402606674441394
"138",0.1569453243118,-0.617893969753765,-0.569901851481896,-0.157414435495251,0.184131614998295,-0.0442929748323739,1.06446883064742
"139",0.665404352233943,0.639214767754634,0.821137950292309,-0.0499927568225636,0.270107174698293,0.0447588080470879,1.06446883064742
"140",0.44749334026731,0.303985771085728,0.542929989937468,0.00371808251378012,0.184131614998295,-0.0442929748323739,1.06446883064742
"141",0.955952368189453,1.4772872594269,1.93396979171167,0.111139761186468,0.270107174698293,0.000232916607356989,1.06446883064742
"142",0.73804135622282,0.974443764423541,0.821137950292309,-0.103703596158907,0.184131614998295,-0.0442929748323739,1.06446883064742
"143",1.24650038414496,2.14774525276471,2.21217775206651,-0.0499927568225636,0.270107174698293,0.000232916607356989,1.06446883064742
"144",0.229582328300678,0.136371272751274,-0.848109811836737,-0.318546953504282,-0.0308072842516995,-0.400500106350221,1.06446883064742
"145",0.73804135622282,1.30967276109245,0.542929989937468,-0.264836114167939,0.0551682754482985,-0.311448323470759,1.06446883064742
"146",0.1569453243118,0.471600269420181,-0.848109811836737,-0.103703596158907,0.0121804955982995,-0.222396540591297,1.06446883064742
"147",0.665404352233943,1.64490175776135,0.542929989937468,-0.0499927568225636,0.0981560552982975,-0.133344757711836,1.06446883064742
"148",0.592767348245065,-0.450279471419312,-0.291693891127055,0.325983118531842,0.699984973198283,0.400965939564935,1.19249485104783
"149",1.17386338015609,0.639214767754634,1.09934591064715,0.325983118531842,0.785960532898281,0.445491831004666,1.19249485104783
"150",1.10122637616721,0.806829266089087,0.821137950292309,0.540826475877217,0.656997193348284,0.356440048125204,1.19249485104783
"151",1.60968540408935,1.98013075443026,2.21217775206651,0.540826475877217,0.742972753048282,0.445491831004666,1.19249485104783
"152",1.39177439212272,1.64490175776135,1.37755387100199,0.325983118531842,0.656997193348284,0.356440048125204,1.19249485104783
"153",1.90023342004486,2.81820324610253,2.7685936727762,0.43340479720453,0.742972753048282,0.445491831004666,1.19249485104783
"154",0.73804135622282,0.471600269420181,-0.848109811836737,0.00371808251378012,0.356082734398291,-0.0442929748323739,1.19249485104783
"155",1.24650038414496,1.64490175776135,0.542929989937468,0.111139761186468,0.442058294098289,0.000232916607356989,1.19249485104783
"156",0.665404352233943,0.974443764423541,-0.848109811836737,0.325983118531842,0.442058294098289,0.13381059092655,1.19249485104783
"157",1.17386338015609,2.14774525276471,0.542929989937468,0.43340479720453,0.528033853798287,0.222862373806011,1.19249485104783
"158",-0.569424715576974,-0.701701218920992,-0.569901851481896,-0.801944507531376,-0.460685082751689,-0.578603672109144,0.0402606674441394
"159",0.084308320322923,0.639214767754634,0.821137950292309,-0.694522828858688,-0.331721743201692,-0.534077780669414,0.0402606674441394
"160",-0.351513703610342,-0.282664973084859,-0.291693891127055,-0.748233668195032,-0.460685082751689,-0.623129563548875,0.0402606674441394
"161",0.229582328300678,0.974443764423541,1.37755387100199,-0.640811989522345,-0.374709523051691,-0.534077780669414,0.0402606674441394
"162",-0.278876699621464,-0.0312432255831788,-0.0134859307722138,-0.801944507531376,-0.460685082751689,-0.623129563548875,0.0402606674441394
"163",0.302219332289555,1.30967276109245,1.65576183135683,-0.694522828858688,-0.374709523051691,-0.534077780669414,0.0402606674441394
"164",-0.496787711588097,-0.366472222252085,-0.848109811836737,-0.855655346867719,-0.546660642451687,-0.756707237868068,0.0402606674441394
"165",0.084308320322923,0.974443764423541,0.821137950292309,-0.801944507531376,-0.460685082751689,-0.667655454988606,0.0402606674441394
"166",-0.569424715576974,-0.198857723917632,-0.848109811836737,-0.801944507531376,-0.546660642451687,-0.712181346428337,0.0402606674441394
"167",0.084308320322923,1.14205826275799,0.821137950292309,-0.748233668195032,-0.460685082751689,-0.578603672109144,0.0402606674441394
"168",-0.206239695632587,-0.617893969753765,-0.569901851481896,-0.640811989522345,-0.0737950641016985,-0.311448323470759,1.06446883064742
"169",0.665404352233943,1.30967276109245,1.65576183135683,-0.533390310849657,0.0981560552982975,-0.222396540591297,1.06446883064742
"170",0.0116713163340455,-0.0312432255831788,-0.0134859307722138,-0.533390310849657,-0.0737950641016985,-0.311448323470759,1.06446883064742
"171",0.883315364200575,1.81251625609581,2.21217775206651,-0.42596863217697,0.0551682754482985,-0.222396540591297,1.06446883064742
"172",0.1569453243118,0.303985771085728,-0.0134859307722138,-0.640811989522345,-0.0737950641016985,-0.311448323470759,1.06446883064742
"173",0.955952368189453,2.14774525276471,2.49038571242135,-0.479679471513313,0.0551682754482985,-0.222396540591297,1.06446883064742
"174",-0.133602691643709,-0.198857723917632,-0.848109811836737,-0.694522828858688,-0.202758403651695,-0.489551889229683,1.06446883064742
"175",0.73804135622282,1.64490175776135,1.37755387100199,-0.587101150186001,-0.0308072842516995,-0.400500106350221,1.06446883064742
"176",-0.133602691643709,-0.0312432255831788,-0.848109811836737,-0.640811989522345,-0.159770623801696,-0.400500106350221,1.06446883064742
"177",0.665404352233943,1.98013075443026,1.37755387100199,-0.479679471513313,-0.0308072842516995,-0.266922432031028,1.06446883064742
"178",0.520130344256188,-0.450279471419312,-0.569901851481896,-0.318546953504282,0.656997193348284,0.267388265245742,2.21670301425111
"179",1.31913738813384,1.4772872594269,1.65576183135683,-0.211125274831595,0.82894831274828,0.356440048125204,2.21670301425111
"180",0.810678360211698,0.303985771085728,0.264722029582627,-0.211125274831595,0.656997193348284,0.267388265245742,2.21670301425111
"181",1.60968540408935,2.14774525276471,2.49038571242135,-0.103703596158907,0.785960532898281,0.356440048125204,2.21670301425111
"182",0.955952368189453,0.806829266089087,0.542929989937468,-0.318546953504282,0.656997193348284,0.267388265245742,2.21670301425111
"183",1.75495941206711,2.65058874776807,2.7685936727762,-0.157414435495251,0.785960532898281,0.356440048125204,2.21670301425111
"184",0.592767348245065,0.136371272751274,-0.848109811836737,-0.42596863217697,0.485046073948288,0.000232916607356989,2.21670301425111
"185",1.46441139611159,1.98013075443026,1.37755387100199,-0.318546953504282,0.656997193348284,0.0892846994868187,2.21670301425111
"186",0.520130344256188,0.471600269420181,-0.848109811836737,-0.264836114167939,0.528033853798287,0.13381059092655,2.21670301425111
"187",1.39177439212272,2.31535975109917,1.37755387100199,-0.157414435495251,0.656997193348284,0.267388265245742,2.21670301425111
"188",-1.29579475546575,-1.02016876575645,-0.569901851481896,-0.855655346867719,-1.27745289990167,-1.24649204370511,-0.215791373356681
"189",-1.07788374349912,-0.534086720586538,-0.291693891127055,-0.748233668195032,-1.27745289990167,-1.24649204370511,-0.215791373356681
"190",-1.00524673951024,-0.282664973084859,-0.0134859307722138,-0.855655346867719,-1.27745289990167,-1.24649204370511,-0.215791373356681
"191",-1.29579475546575,-0.785508468088218,-0.848109811836737,-1.07049870421309,-1.44940401930167,-1.42459560946403,-0.215791373356681
"192",-1.15052074748799,-0.366472222252085,-0.848109811836737,-0.694522828858688,-1.32044067975167,-1.29101793514484,-0.215791373356681
"193",-1.22315775147687,-1.02016876575645,-0.569901851481896,-0.748233668195032,-1.23446512005167,-1.20196615226538,-0.215791373356681
"194",-1.00524673951024,-0.450279471419312,-0.0134859307722138,-0.640811989522345,-1.23446512005167,-1.20196615226538,-0.215791373356681
"195",-0.859972731532484,-0.0312432255831788,-0.0134859307722138,-0.694522828858688,-1.23446512005167,-1.20196615226538,-0.215791373356681
"196",-1.15052074748799,-0.534086720586538,-0.848109811836737,-0.801944507531376,-1.32044067975167,-1.3800697180243,-0.215791373356681
"197",-0.932609735521362,-0.0312432255831788,-0.848109811836737,-0.264836114167939,-1.14848956035167,-1.15744026082565,-0.215791373356681
"198",-1.07788374349912,-1.00340731592301,-0.569901851481896,-0.533390310849657,-1.10550178050167,-1.11291436938591,0.744403779646396
"199",-0.787335727543607,-0.366472222252085,-0.0134859307722138,-0.42596863217697,-1.10550178050167,-1.11291436938591,0.744403779646396
"200",-0.642061719565852,0.136371272751274,0.264722029582627,-0.533390310849657,-1.10550178050167,-1.11291436938591,0.744403779646396
"201",-0.932609735521362,-0.450279471419312,-0.848109811836737,-0.640811989522345,-1.23446512005167,-1.33554382658457,0.744403779646396
"202",-0.714698723554729,0.303985771085728,-0.848109811836737,0.111139761186468,-1.01952622080168,-1.02386258650645,0.744403779646396
"203",-0.859972731532484,-1.00340731592301,-0.569901851481896,-0.211125274831595,-0.933550661101678,-0.934810803626991,0.744403779646396
"204",-0.569424715576974,-0.0312432255831788,0.542929989937468,-0.0499927568225636,-0.933550661101678,-0.934810803626991,0.744403779646396
"205",-0.278876699621464,0.471600269420181,0.821137950292309,-0.157414435495251,-0.933550661101678,-0.934810803626991,0.744403779646396
"206",-0.787335727543607,-0.282664973084859,-0.848109811836737,-0.318546953504282,-1.14848956035167,-1.24649204370511,0.744403779646396
"207",-0.424150707599219,0.639214767754634,-0.848109811836737,0.540826475877217,-0.84757510140168,-0.890284912187261,0.744403779646396
"208",-0.932609735521362,-0.869315717255445,-0.569901851481896,-0.748233668195032,-0.933550661101678,-0.890284912187261,-0.215791373356681
"209",-0.787335727543607,-0.366472222252085,-0.0134859307722138,-0.640811989522345,-0.933550661101678,-0.890284912187261,-0.215791373356681
"210",-0.642061719565852,-0.0312432255831788,0.264722029582627,-0.748233668195032,-0.933550661101678,-0.890284912187261,-0.215791373356681
"211",-0.932609735521362,-0.534086720586538,-0.848109811836737,-0.855655346867719,-1.01952622080168,-1.06838847794618,-0.215791373356681
"212",-0.932609735521362,-0.366472222252085,-0.848109811836737,-0.748233668195032,-1.01952622080168,-0.979336695066722,-0.215791373356681
"213",-0.569424715576974,-0.785508468088218,-0.291693891127055,-0.372257792840626,-0.460685082751689,-0.445025997789952,-0.215791373356681
"214",-0.278876699621464,-0.0312432255831788,0.264722029582627,-0.211125274831595,-0.503672862601688,-0.445025997789952,-0.215791373356681
"215",-0.133602691643709,0.471600269420181,0.542929989937468,-0.318546953504282,-0.503672862601688,-0.445025997789952,-0.215791373356681
